ID,工作名称,招聘详细链接,公司名称,公司ID,公司性质,公司规模,公司招聘主页,公司地点,薪资,学历要求,工作经历,职位类型,公司福利,工作发布标签,更新时间
CC120070003J00151325414,运维开发工程师（北京 校招）,https://jobs.zhaopin.com/CC120070003J00151325414.htm,野村综研（北京）系统集成有限公司,CZ120070000,外商独资,100-499人,https://company.zhaopin.com/CZ120070000.htm,北京,8K-12K,本科,不限,全职,五险一金、加班补助、带薪年假、补充医疗保险、定期体检,最近,2019-06-26 17:00:00
CC135424103J00115224709,软件开发工程师 （自动化方向）(001630),https://jobs.zhaopin.com/CC135424103J00115224709.htm,北京辰安科技股份有限公司,CZ135424100,上市公司,1000-9999人,http://special.zhaopin.com/pagepublish/13542410/index.html,北京,10K-20K,本科,1-3年,全职,五险一金、绩效奖金、交通补助、10010、通讯补助,最近,2019-06-26 09:33:14
CC120070003J00151357614,软件工程师（北京 校招）,https://jobs.zhaopin.com/CC120070003J00151357614.htm,野村综研（北京）系统集成有限公司,CZ120070000,外商独资,100-499人,https://company.zhaopin.com/CZ120070000.htm,北京,8K-12K,学历不限,不限,全职,五险一金、加班补助、带薪年假、补充医疗保险、定期体检,最近,2019-06-26 16:43:32
CC331735389J00081296215,图像算法工程师,https://jobs.zhaopin.com/CC331735389J00081296215.htm,北京康加科技有限公司,CZ331735380,民营,100-499人,https://company.zhaopin.com/CZ331735380.htm,北京,20K-30K,硕士,3-5年,全职,餐补、五险一金、带薪年假、节日福利、绩效奖金,最新,2019-06-27 13:02:57
CC131413884J00161865610,电力系统网络应用软件开发工程师,https://jobs.zhaopin.com/CC131413884J00161865610.htm,北京清大科越股份有限公司,CZ131413880,民营,100-499人,https://company.zhaopin.com/CZ131413880.htm,北京,12K-18K,硕士,1-3年,全职,五险一金、绩效奖金、加班补助、餐补、交通补助,最近,2019-06-26 10:59:18
CC131413884J00161863610,电力系统优化软件开发工程师,https://jobs.zhaopin.com/CC131413884J00161863610.htm,北京清大科越股份有限公司,CZ131413880,民营,100-499人,https://company.zhaopin.com/CZ131413880.htm,北京,12K-18K,硕士,1-3年,全职,五险一金、绩效奖金、加班补助、餐补、交通补助,最近,2019-06-26 10:56:21
CC429164030J00153466714,物联网全栈教研工程师/物联网全栈讲师,https://jobs.zhaopin.com/CC429164030J00153466714.htm,北京华清远见科技发展有限公司,CZ429164030,民营,500-999人,https://company.zhaopin.com/CZ429164030.htm,北京-昌平区,10K-15K,大专,3-5年,全职,五险一金、全勤奖、餐补、定期体检,最近,2019-06-26 16:07:25
CC120147488J00084806213,模型分析师（大数据）,https://jobs.zhaopin.com/CC120147488J00084806213.htm,联动优势科技有限公司,CZ120147480,股份制企业,500-999人,http://special.zhaopin.com/pagepublish/12014748/index.html,北京,15K-20K,本科,1-3年,全职,五险一金、绩效奖金、交通补助、餐补、通讯补助,招聘中,2019-06-24 21:32:06
CC157555827J00298952407, 中间件研发工程师（资深）,https://jobs.zhaopin.com/CC157555827J00298952407.htm,南京高泰科技有限公司,CZ157555820,民营,20-99人,https://company.zhaopin.com/CZ157555820.htm,北京,15K-20K,本科,3-5年,全职,周末双休、五险一金、通讯补助、带薪年假、节日福利,最新,2019-06-27 09:02:30
CC000194131J00175552111,前端开发工程师,https://jobs.zhaopin.com/CC000194131J00175552111.htm,雅昌文化(集团)有限公司,CZ000194130,民营,1000-9999人,https://company.zhaopin.com/CZ000194130.htm,北京,10K-15K,大专,5-10年,全职,包住、五险一金、免费班车,最近,2019-06-25 09:23:15
CC487579438J00125623512,自动化测试工程师,https://jobs.zhaopin.com/CC487579438J00125623512.htm,北京构力科技有限公司,CZ487579430,国企,100-499人,https://company.zhaopin.com/CZ487579430.htm,北京-朝阳区,12K-18K,本科,3-5年,全职,餐补、带薪年假、定期体检、节日福利、周末双休,最近,2019-06-26 09:10:43
CC579165785J90250046000,对日软件工程师,https://jobs.zhaopin.com/579165785250046.htm,株式会社ProfaceSystem,CZ579165780,外商独资,20-99人,https://company.zhaopin.com/CZ579165780.htm,北京,15K-20K,大专,1-3年,全职,住房补贴、五险一金、加班补助、交通补助、带薪年假,最近,2019-06-25 12:47:39
CC399602784J00096400410,性能测试工程师,https://jobs.zhaopin.com/CC399602784J00096400410.htm,通号智慧城市研究设计院有限公司,CZ399602780,国企,20-99人,https://company.zhaopin.com/CZ399602780.htm,北京,10K-15K,本科,3-5年,全职,五险一金、交通补助、餐补、通讯补助、采暖补贴,最近,2019-06-26 11:06:54
CC157088922J00246085905,java开发工程师中级,https://jobs.zhaopin.com/CC157088922J00246085905.htm,深圳市拓保软件有限公司,CZ157088920,民营,100-499人,https://company.zhaopin.com/CZ157088920.htm,北京,10K-15K,本科,3-5年,全职,五险一金、带薪年假、弹性工作、定期体检、员工旅游,最新,2019-06-27 15:22:48
CC200737787J90250045000,云计算工程师,https://jobs.zhaopin.com/200737787250045.htm,北京城建智控科技有限公司,CZ200737780,国企,100-499人,https://company.zhaopin.com/CZ200737780.htm,北京-丰台区,15K-20K,本科,不限,全职,五险一金、餐补、补充医疗保险、定期体检、节日福利,最近,2019-06-25 17:52:37
CC120747254J00131307514,数据挖掘工程师（应届留学可落户）,https://jobs.zhaopin.com/CC120747254J00131307514.htm,北京思特奇信息技术股份有限公司,CZ120747250,上市公司,1000-9999人,https://company.zhaopin.com/CZ120747250.htm,北京,20K-30K,本科,3-5年,全职,五险一金、年底双薪、交通补助、餐补、通讯补助,最新,2019-06-27 09:23:25
CC366234122J00325212405,AI算法工程师,https://jobs.zhaopin.com/CC366234122J00325212405.htm,创维集团有限公司,CZ366234120,民营,1000-9999人,https://company.zhaopin.com/CZ366234120.htm,北京-朝阳区,薪资面议,硕士,3-5年,全职,住房补贴、五险一金、绩效奖金、餐补、弹性工作,最新,2019-06-27 08:48:52
CC540005980J00117802910,大数据挖掘工程师,https://jobs.zhaopin.com/CC540005980J00117802910.htm,三门峡崤云信息服务股份有限公司,CZ540005980,国企,20-99人,https://company.zhaopin.com/CZ540005980.htm,北京,10K-14K,本科,5-10年,全职,绩效奖金、创业公司、节日福利、五险、五险一金,最近,2019-06-26 08:44:39
CC155739111J00276711608,数据库开发工程师（北京/五险一金）,https://jobs.zhaopin.com/CC155739111J00276711608.htm,广州安正软件股份有限公司,CZ155739110,民营,100-499人,https://company.zhaopin.com/CZ155739110.htm,北京,10K-14K,本科,3-5年,全职,五险一金、周末双休、节日福利、交通补助、餐补,最近,2019-06-26 09:33:43
CC460840933J00142770715,机器人软件研发工程师（中瑞岱宇）,https://jobs.zhaopin.com/CC460840933J00142770715.htm,中瑞福宁,CZ460840930,民营,20-99人,https://company.zhaopin.com/CZ460840930.htm,北京,15K-30K,本科,3-5年,全职,五险一金、绩效奖金、周末双休、发展空间大、机器人行业,招聘中,2019-06-24 09:00:59
CC328065582J00140680210,云平台技术顾问(J10646),https://jobs.zhaopin.com/CC328065582J00140680210.htm,亚联创新科技有限责任公司,CZ328065580,民营,500-999人,http://special.zhaopin.com/pagepublish/32806558/index.html,北京-大兴区,15K-20K,大专,5-10年,全职,周末双休、节日福利、五险一金、定期体检、绩效奖金,最近,2019-06-25 09:37:55
CC273391788J90250186000,WEB前端工程师,https://jobs.zhaopin.com/273391788250186.htm,上海睿民互联网科技有限公司,CZ273391780,民营,500-999人,https://company.zhaopin.com/CZ273391780.htm,北京-顺义区,6K-10K,本科,1-3年,全职,五险一金、绩效奖金、补充医疗保险、节日福利,最新,2019-06-27 11:14:14
CC000608038J00115072810,代码审计,https://jobs.zhaopin.com/CC000608038J00115072810.htm,北京中油瑞飞信息技术有限责任公司,CZ000608030,国企,1000-9999人,http://special.zhaopin.com/bj/2014/11124/zyrf100935/index.html,北京-昌平区,10K-20K,本科,3-5年,全职,五险一金、通讯补助、补充医疗保险、定期体检、免费班车,最新,2019-06-27 10:33:52
CC134941418J00055651912,存储开发工程师(000940),https://jobs.zhaopin.com/CC134941418J00055651912.htm,启迪国信科技有限公司,CZ134941410,民营,100-499人,https://company.zhaopin.com/CZ134941410.htm,北京,20K-30K,本科,5-10年,全职,无,最新,2019-06-27 12:21:08
CC518937027J00143302809,前端C++开发工程师（游戏）,https://jobs.zhaopin.com/CC518937027J00143302809.htm,北京有爱互娱科技有限公司,CZ518937020,民营,100-499人,https://company.zhaopin.com/CZ518937020.htm,北京-海淀区,10K-20K,本科,1-3年,全职,五险一金、带薪年假、节日福利、餐补、定期体检,最近,2019-06-25 16:16:05
CC428715824J00071055214,高级java工程师,https://jobs.zhaopin.com/CC428715824J00071055214.htm,北京金色华勤数据服务有限公司,CZ428715820,民营,100-499人,https://company.zhaopin.com/CZ428715820.htm,北京,30K-50K,本科,3-5年,全职,五险一金、带薪年假、绩效奖金、周末双休、加班补助,最新,2019-06-27 09:14:55
CC684923820J00143099309,测试开发工程师,https://jobs.zhaopin.com/CC684923820J00143099309.htm,北京对啊网教育科技有限公司,CZ684923820,合资,1000-9999人,https://company.zhaopin.com/CZ684923820.htm,北京,15K-25K,本科,3-5年,全职,五险一金、补充医疗保险、节日福利、绩效奖金、年终分红,最近,2019-06-26 11:35:14
CC120493136J00131038212,nodejs 工程师(001294),https://jobs.zhaopin.com/CC120493136J00131038212.htm,空中网,CZ120493130,上市公司,1000-9999人,https://company.zhaopin.com/CZ120493130.htm,北京,10K-15K,本科,3-5年,全职,五险一金、餐补、带薪年假、定期体检、补充医疗保险,最近,2019-06-26 15:25:40
CC134941418J00055655012,云开发工程师(000941),https://jobs.zhaopin.com/CC134941418J00055655012.htm,启迪国信科技有限公司,CZ134941410,民营,100-499人,https://company.zhaopin.com/CZ134941410.htm,北京,15K-20K,本科,5-10年,全职,无,最新,2019-06-27 12:20:52
CC226329611J00085625310,中级测试工程师,https://jobs.zhaopin.com/CC226329611J00085625310.htm,北京卡车之家信息技术股份有限公司,CZ226329610,股份制企业,100-499人,https://company.zhaopin.com/CZ226329610.htm,北京,8K-15K,大专,1-3年,全职,五险一金、绩效奖金、带薪年假、定期体检、节日福利,最近,2019-06-26 10:52:00
CC320448131J00122782012,软件项目经理（工作地点：亦庄）,https://jobs.zhaopin.com/CC320448131J00122782012.htm,哈尔滨工大特种机器人有限公司北京分公司,CZ320448130,国企,100-499人,https://company.zhaopin.com/CZ320448130.htm,北京-大兴区,15K-30K,硕士,5-10年,全职,创业公司、大牛带队、周末双休、五险一金,最新,2019-06-27 16:36:23
CC135424103J00077114609,2019校招-配置管理与QA,https://jobs.zhaopin.com/CC135424103J00077114609.htm,北京辰安科技股份有限公司,CZ135424100,上市公司,1000-9999人,http://special.zhaopin.com/pagepublish/13542410/index.html,北京,6K-10K,本科,无经验,全职,五险一金、年底双薪、绩效奖金、包住、餐补,最近,2019-06-26 12:13:04
CC000194131J00184018311,数据分析师,https://jobs.zhaopin.com/CC000194131J00184018311.htm,雅昌文化(集团)有限公司,CZ000194130,民营,1000-9999人,https://company.zhaopin.com/CZ000194130.htm,北京,15K-25K,本科,1-3年,全职,包住、五险一金、免费班车,最近,2019-06-25 09:23:15
CC147350823J00123887714,网络安全产品经理,https://jobs.zhaopin.com/CC147350823J00123887714.htm,北京安码科技有限公司,CZ147350820,民营,100-499人,http://special.zhaopin.com/pagepublish/14735082/index.html,北京,20K-40K,本科,5-10年,全职,周末双休、五险一金、绩效奖金、带薪年假、定期体检,最近,2019-06-26 09:05:59
CC232405817J00095026809,大数据整合开发工程师（CS1whl）,https://jobs.zhaopin.com/CC232405817J00095026809.htm,北京东方国信科技股份有限公司,CZ232405810,上市公司,1000-9999人,https://company.zhaopin.com/CZ232405810.htm,北京,8K-15K,本科,1-3年,全职,五险一金、年底双薪、加班补助、餐补、带薪年假,最近,2019-06-26 14:06:28
CC469217519J00108035611,算法实习生 - 抖音短视频,https://jobs.zhaopin.com/CC469217519J00108035611.htm,北京字节跳动科技有限公司,CZ469217510,民营,10000人以上,https://company.zhaopin.com/CZ469217510.htm,北京,6K-8K,本科,不限,实习,无,最近,2019-06-25 17:34:23
CC527187721J00159167510,财务BI分析,https://jobs.zhaopin.com/CC527187721J00159167510.htm,北京高思博乐教育科技有限公司,CZ527187720,上市公司,1000-9999人,https://company.zhaopin.com/CZ527187720.htm,北京,15K-25K,本科,3-5年,全职,五险一金、餐补、补充医疗保险、定期体检、定期团建,最近,2019-06-25 17:28:36
CC837482500J00115334214,Golang开发工程师,https://jobs.zhaopin.com/CC837482500J00115334214.htm,北京立志博达科技有限公司,CZ837482500,合资,500-999人,https://company.zhaopin.com/CZ837482500.htm,北京,25K-35K,本科,5-10年,全职,包吃、包住、员工旅游,最近,2019-06-26 10:55:13
CC120160395J00129590015,安全开发工程师,https://jobs.zhaopin.com/CC120160395J00129590015.htm,中科软科技股份有限公司,CZ120160390,股份制企业,1000-9999人,http://special.zhaopin.com/bj/2013/zkrk062859,北京-海淀区,10K-15K,本科,1-3年,全职,通讯补助、定期体检、员工旅游、带薪年假、绩效奖金,最近,2019-06-26 17:10:18
CC466596626J00131335209,机器学习高级经理,https://jobs.zhaopin.com/CC466596626J00131335209.htm,北京永洪商智科技有限公司,CZ466596620,民营,100-499人,https://company.zhaopin.com/CZ466596620.htm,北京-朝阳区,25K-35K,本科,5-10年,全职,每年多次调薪、带薪年假、餐补、通讯补助、交通补助,最近,2019-06-26 10:11:14
CC593935930J00068709909,高级系统开发工程师,https://jobs.zhaopin.com/CC593935930J00068709909.htm,中金智汇科技有限责任公司,CZ593935930,民营,100-499人,https://company.zhaopin.com/CZ593935930.htm,北京,15K-23K,本科,5-10年,全职,五险一金、交通补助、餐补、通讯补助、带薪年假,最近,2019-06-26 18:40:03
CC460840933J00120706315,机器人软件研发工程师（若干人）,https://jobs.zhaopin.com/CC460840933J00120706315.htm,中瑞福宁,CZ460840930,民营,20-99人,https://company.zhaopin.com/CZ460840930.htm,北京,15K-30K,本科,3-5年,全职,五险一金、绩效奖金、周末双休、发展空间大、机器人行业,招聘中,2019-06-24 09:00:59
CC525173180J00126418709,软件工程师,https://jobs.zhaopin.com/CC525173180J00126418709.htm,寰宇优才教育科技(北京)有限公司,CZ525173180,民营,100-499人,https://company.zhaopin.com/CZ525173180.htm,北京,8K-10K,大专,不限,全职,周末双休、定期体检、员工旅游、节日福利、带薪年假,最新,2019-06-27 08:44:56
CC000145905J00145571211,软件系统架构师,https://jobs.zhaopin.com/CC000145905J00145571211.htm,和利时集团,CZ000145900,上市公司,1000-9999人,https://company.zhaopin.com/CZ000145900.htm,北京-大兴区,20K-30K,本科,5-10年,全职,五险一金、交通补助、餐补、通讯补助、补充医疗保险,最新,2019-06-27 12:20:10
CC535446323J00133337010,大数据开发工程师-信息管理中心(J15118),https://jobs.zhaopin.com/CC535446323J00133337010.htm,征和开元控股集团有限公司,CZ535446320,民营,1000-9999人,https://company.zhaopin.com/CZ535446320.htm,北京,20K-30K,本科,3-5年,全职,每年多次调薪、健身俱乐部、周末双休、五险一金、绩效奖金,最近,2019-06-26 17:33:36
CC142331073J00224058604,系统运维中级工程师,https://jobs.zhaopin.com/CC142331073J00224058604.htm,福建新大陆软件工程有限公司,CZ142331070,民营,1000-9999人,https://company.zhaopin.com/CZ142331070.htm,北京-昌平区,10K-20K,本科,3-5年,全职,节日福利、五险一金、年底双薪、绩效奖金、通讯补助,最新,2019-06-27 09:12:59
CC000118168J00129693209,爬虫中高级软件工程师,https://jobs.zhaopin.com/CC000118168J00129693209.htm,北京蓝拓扑科技股份有限公司,CZ000118160,民营,100-499人,https://company.zhaopin.com/CZ000118160.htm,北京-昌平区,14K-20K,本科,3-5年,全职,五险一金、补充医疗保险、定期体检、交通补助、餐补,招聘中,2019-06-24 15:14:26
CC443446127J00156526313,软件实施工程师（协同研发平台）,https://jobs.zhaopin.com/CC443446127J00156526313.htm,北京经纬恒润科技有限公司海淀分公司,CZ443446120,民营,1000-9999人,https://company.zhaopin.com/CZ443446120.htm,北京-海淀区,12K-21K,硕士,不限,全职,五险一金、全额公积金、定期体检、餐补、周末双休,最近,2019-06-26 10:10:11
CC192921312J00115113615,数据分析师-L00642,https://jobs.zhaopin.com/CC192921312J00115113615.htm,京东数字科技控股有限公司  ,CZ192921310D00112072216,外商独资,1000-9999人,https://company.zhaopin.com/CZ192921310D00112072216.htm,北京,20K-40K,本科,3-5年,全职,无,最近,2019-06-26 14:53:32
CC120072290J00240104706,PCG19-用户增长基础算法工程师,https://jobs.zhaopin.com/CC120072290J00240104706.htm,深圳市腾讯计算机系统有限公司,CZ120072290,民营,10000人以上,https://company.zhaopin.com/CZ120072290.htm,北京,薪资面议,学历不限,无经验,全职,无,最新,2019-06-27 11:42:00
CC120143601J00136783213,公有云大数据平台高级研发工程师,https://jobs.zhaopin.com/CC120143601J00136783213.htm,浪潮集团有限公司,CZ120143600,国企,10000人以上,http://inspur.zhaopin.com/,北京-海淀区,22K-44K,本科,3-5年,全职,五险一金、节日福利、定期体检、带薪年假、通讯补助,最近,2019-06-25 14:42:47
CC811296400J00172194513,etl开发工程师,https://jobs.zhaopin.com/CC811296400J00172194513.htm,北京复创时代科技有限公司,CZ811296400,民营,100-499人,https://company.zhaopin.com/CZ811296400.htm,北京-朝阳区,10K-20K,大专,3-5年,全职,五险一金、弹性工作、节日福利、周末双休、大牛带队,最新,2019-06-27 16:51:10
CC192921312J00104451315,数据分析师-L00488,https://jobs.zhaopin.com/CC192921312J00104451315.htm,京东数字科技控股有限公司  ,CZ192921310D00112072216,外商独资,1000-9999人,https://company.zhaopin.com/CZ192921310D00112072216.htm,北京-通州区,15K-30K,本科,3-5年,全职,无,最近,2019-06-26 14:53:27
CC000420298J00137990810,配置管理工程师(002149),https://jobs.zhaopin.com/CC000420298J00137990810.htm,东方网力科技股份有限公司,CZ000420290,上市公司,500-999人,http://special.zhaopin.com/pagepublish/42029/index.html,北京,10K-15K,本科,1-3年,全职,五险一金、餐补、弹性工作、年底双薪,招聘中,2019-06-24 10:05:27
CC320448131J00122787012,软件系统工程师（工作地点：亦庄）,https://jobs.zhaopin.com/CC320448131J00122787012.htm,哈尔滨工大特种机器人有限公司北京分公司,CZ320448130,国企,100-499人,https://company.zhaopin.com/CZ320448130.htm,北京-大兴区,12K-24K,本科,3-5年,全职,创业公司、大牛带队、周末双休、五险一金,最新,2019-06-27 16:35:21
CC384234312J00172021113,大数据开发工程师,https://jobs.zhaopin.com/CC384234312J00172021113.htm,国家金融信息中心有限责任公司,CZ384234310,国企,100-499人,https://company.zhaopin.com/CZ384234310.htm,北京,13K-16K,本科,1-3年,全职,五险一金、弹性工作、带薪年假、餐补、补充医疗保险,最新,2019-06-27 16:44:44
CC345704188J00152400810,数据分析师10072,https://jobs.zhaopin.com/CC345704188J00152400810.htm,金瓜子科技发展(北京)有限公司,CZ345704180,民营,10000人以上,http://special.zhaopin.com/2018/bf/jgzk111342/,北京-朝阳区,10K-20K,本科,3-5年,全职,无,招聘中,2019-06-24 10:30:24
CC469966185J00219302203,绑定设置师（厦门）,https://jobs.zhaopin.com/CC469966185J00219302203.htm,华强方特(厦门)电影有限公司,CZ469966180,民营,1000-9999人,https://company.zhaopin.com/CZ469966180.htm,北京,5K-10K,大专,3-5年,全职,五险一金、绩效奖金、包住、周末双休、节日福利,最近,2019-06-26 11:53:04
CC000608038J00085186610,软件开发工程师（ruby),https://jobs.zhaopin.com/CC000608038J00085186610.htm,北京中油瑞飞信息技术有限责任公司,CZ000608030,国企,1000-9999人,http://special.zhaopin.com/bj/2014/11124/zyrf100935/index.html,北京-西城区,10K-20K,本科,1-3年,全职,五险一金、绩效奖金、通讯补助、补充医疗保险、定期体检,最新,2019-06-27 10:33:54
CC134941418J00133142712,Android开发工程师(001213),https://jobs.zhaopin.com/CC134941418J00133142712.htm,启迪国信科技有限公司,CZ134941410,民营,100-499人,https://company.zhaopin.com/CZ134941410.htm,北京,20K-40K,本科,5-10年,全职,无,最新,2019-06-27 12:20:52
CC120521078J00129208913,风险策略分析师（风险模型方向）,https://jobs.zhaopin.com/CC120521078J00129208913.htm,易宝支付有限公司,CZ120521070,合资,500-999人,https://company.zhaopin.com/CZ120521070.htm,北京-朝阳区,12K-20K,本科,3-5年,全职,节日福利、五险一金、绩效奖金、带薪年假、定期体检,最新,2019-06-27 08:55:25
CC331735389J00081290115,图像处理算法工程师,https://jobs.zhaopin.com/CC331735389J00081290115.htm,北京康加科技有限公司,CZ331735380,民营,100-499人,https://company.zhaopin.com/CZ331735380.htm,北京,20K-30K,硕士,3-5年,全职,餐补、五险一金、带薪年假、节日福利、绩效奖金,最近,2019-06-26 14:40:23
CC157088922J00381250005,node.js前端,https://jobs.zhaopin.com/CC157088922J00381250005.htm,深圳市拓保软件有限公司,CZ157088920,民营,100-499人,https://company.zhaopin.com/CZ157088920.htm,北京-海淀区,15K-20K,本科,3-5年,全职,节日福利、五险一金、绩效奖金、年终分红、全勤奖,最近,2019-06-25 11:00:25
CC460977182J00366083707,研发运维岗,https://jobs.zhaopin.com/CC460977182J00366083707.htm,厦门白山耘科技有限公司,CZ460977180,民营,100-499人,https://company.zhaopin.com/CZ460977180.htm,北京,20K-30K,本科,3-5年,全职,五险一金、包吃、弹性工作、通讯补助、带薪年假,最新,2019-06-27 16:37:46
CC345704188J00154889910,算法工程师10228,https://jobs.zhaopin.com/CC345704188J00154889910.htm,金瓜子科技发展(北京)有限公司,CZ345704180,民营,10000人以上,http://special.zhaopin.com/2018/bf/jgzk111342/,北京-海淀区,13K-23K,本科,3-5年,全职,无,招聘中,2019-06-24 10:30:24
CC157555827J00359723707,测试开发工程师,https://jobs.zhaopin.com/CC157555827J00359723707.htm,南京高泰科技有限公司,CZ157555820,民营,20-99人,https://company.zhaopin.com/CZ157555820.htm,北京,8K-13K,本科,3-5年,全职,周末双休、五险一金、通讯补助、带薪年假、节日福利,最新,2019-06-27 09:02:30
CC000140955J00171988313,名校应届研究生可以解决北京户口（研发工程师）,https://jobs.zhaopin.com/CC000140955J00171988313.htm,北京中创信测科技股份有限公司,CZ000140950,民营,100-499人,https://company.zhaopin.com/CZ000140950.htm,北京-海淀区,10K-15K,硕士,无经验,全职,五险一金、绩效奖金、餐补、带薪年假、补充医疗保险,最新,2019-06-27 16:33:21
CC137755791J00274305604,php开发工程师,https://jobs.zhaopin.com/CC137755791J00274305604.htm,上海华钦信息科技股份有限公司,CZ137755790,合资,1000-9999人,https://company.zhaopin.com/CZ137755790.htm,北京,10K-17K,本科,3-5年,全职,五险一金、周末双休、节日福利、不加班、定期体检,最近,2019-06-25 09:01:42
CC284261287J00143670412,java开发工程师,https://jobs.zhaopin.com/CC284261287J00143670412.htm,北京新橙科技有限公司,CZ284261280,民营,100-499人,https://company.zhaopin.com/CZ284261280.htm,北京,20K-40K,本科,1-3年,全职,无,最近,2019-06-26 15:52:53
CC000194131J00179392511,大数据开发工程师,https://jobs.zhaopin.com/CC000194131J00179392511.htm,雅昌文化(集团)有限公司,CZ000194130,民营,1000-9999人,https://company.zhaopin.com/CZ000194130.htm,北京,20K-30K,本科,3-5年,全职,包住、五险一金、免费班车,最近,2019-06-25 09:23:15
CC331332682J90250280000,数据分析师（智联万维北京）,https://jobs.zhaopin.com/331332682250280.htm,启迪之星(北京)科技企业孵化器有限公司,CZ331332680,国企,100-499人,https://company.zhaopin.com/CZ331332680.htm,北京,8K-10K,大专,1-3年,全职,五险一金、绩效奖金、加班补助、带薪年假、定期体检,最近,2019-06-26 11:09:08
CC697584622J00145441313,人力资源主管,https://jobs.zhaopin.com/CC697584622J00145441313.htm,北京汉能光伏技术有限公司,CZ697584620,上市公司,10000人以上,https://company.zhaopin.com/CZ697584620.htm,北京,5K-10K,本科,1-3年,全职,五险一金、包吃、免费班车、定期体检、带薪年假,最近,2019-06-26 17:36:59
CC345704188J00154889710,风控模型分析师10227,https://jobs.zhaopin.com/CC345704188J00154889710.htm,金瓜子科技发展(北京)有限公司,CZ345704180,民营,10000人以上,http://special.zhaopin.com/2018/bf/jgzk111342/,北京-朝阳区,13K-23K,本科,3-5年,全职,无,招聘中,2019-06-24 10:30:24
CC000118168J00136734209,java架构师,https://jobs.zhaopin.com/CC000118168J00136734209.htm,北京蓝拓扑科技股份有限公司,CZ000118160,民营,100-499人,https://company.zhaopin.com/CZ000118160.htm,北京-昌平区,20K-35K,本科,3-5年,全职,五险一金、绩效奖金、交通补助、餐补、通讯补助,招聘中,2019-06-24 15:14:26
CC518937027J90250653000,JAVA游戏服务器,https://jobs.zhaopin.com/518937027250653.htm,北京有爱互娱科技有限公司,CZ518937020,民营,100-499人,https://company.zhaopin.com/CZ518937020.htm,北京,15K-20K,本科,3-5年,全职,五险一金、全勤奖、带薪年假、定期体检,最新,2019-06-27 11:12:39
CC171014429J00342854003,0222D2-AI算法工程师-BJ,https://jobs.zhaopin.com/CC171014429J00342854003.htm,中国平安人寿保险股份有限公司,CZ171014420,股份制企业,10000人以上,https://company.zhaopin.com/CZ171014420.htm,北京,薪资面议,本科,3-5年,全职,五险一金、带薪年假、节日福利、绩效奖金、定期体检,最新,2019-06-27 09:49:55
CC133636206J00152481713,Windows桌面软件开发工程师,https://jobs.zhaopin.com/CC133636206J00152481713.htm,北京全路通信信号研究设计院集团有限公司,CZ133636200,国企,1000-9999人,http://special.zhaopin.com/pagepublish/13363620/index.html,北京-丰台区,10K-15K,本科,1-3年,全职,五险一金、绩效奖金、定期体检、带薪年假、餐补,最新,2019-06-27 14:02:46
CC187965628J00063908210,自动化运维项目经理,https://jobs.zhaopin.com/CC187965628J00063908210.htm,北京八维研修学院,CZ187965620,民营,1000-9999人,http://special.zhaopin.com/pagepublish/18796562/index.html,北京,20K-30K,大专,3-5年,全职,五险一金、餐补、带薪年假、绩效奖金、房补,最新,2019-06-27 08:02:48
CC493150925J00137741810,java开发工程师,https://jobs.zhaopin.com/CC493150925J00137741810.htm,北京汉克时代科技有限公司,CZ493150920,民营,1000-9999人,https://company.zhaopin.com/CZ493150920.htm,北京,10K-15K,本科,3-5年,全职,五险一金、定期体检、节日福利、带薪年假,最近,2019-06-26 16:43:01
CC192921312J00104448515,架构师-L00459,https://jobs.zhaopin.com/CC192921312J00104448515.htm,京东数字科技控股有限公司  ,CZ192921310D00112072216,外商独资,1000-9999人,https://company.zhaopin.com/CZ192921310D00112072216.htm,北京-通州区,40K-80K,本科,5-10年,全职,无,最近,2019-06-26 14:53:28
CC326602320J00134783212,教学讲师,https://jobs.zhaopin.com/CC326602320J00134783212.htm,北京智华信科技股份有限公司,CZ326602320,上市公司,100-499人,https://company.zhaopin.com/CZ326602320.htm,北京,15K-20K,本科,3-5年,全职,创业公司、不加班、绩效奖金、五险一金,最新,2019-06-27 15:56:49
CC251266619J00120602609,大数据开发工程师SSJ02,https://jobs.zhaopin.com/CC251266619J00120602609.htm,中国信息通信研究院,CZ251266610,事业单位,1000-9999人,https://company.zhaopin.com/CZ251266610.htm,北京-海淀区,12K-14K,硕士,3-5年,全职,五险一金、补充医疗保险、年终分红、房补、餐补,最近,2019-06-25 14:06:20
CC192921312J00147788615,bi工程师,https://jobs.zhaopin.com/CC192921312J00147788615.htm,京东物流,CZ192921310D00112006781,合资,10000人以上,https://company.zhaopin.com/CZ192921310D00112006781.htm,北京,35K-50K,本科,3-5年,全职,五险一金、免费班车、带薪年假、补充医疗保险、工作居住证,最新,2019-06-27 09:53:47
CC120218000J00149199709,BI分析经理,https://jobs.zhaopin.com/CC120218000J00149199709.htm,爱康国宾集团,CZ120218000,外商独资,1000-9999人,http://special.zhaopin.com/bj/2015/akw050450/career.html,北京-朝阳区,20K-35K,本科,3-5年,全职,五险一金、年底双薪、周末双休、节日福利、全额公积金,最近,2019-06-25 10:30:09
